Country Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
HUN,3.34257975,3.333760739,3.243306994,3.335936628,3.147675013,4.972429138,3.22373255,3.155577299,3.596223271,2.786162062,2.563538027,2.161469799,2.179653172,1.90656829,1.824134384,1.324727483,1.25906104,1.476684403,1.272164175,1.4336126,1.513100227,1.57012709,1.593773802,1.642621594,1.472723819,1.409836156,1.218566507,1.267214251,1.179767562,1.125985152,1.021990357
IBD,3.024170068,3.343553426,3.498924311,3.483638043,3.229667523,3.287387232,3.48079901,3.334155128,,2.741019517,2.450267012,2.2097001,2.404605182,2.262997689,2.230024312,2.149287605,2.066933543,2.051669918,1.906592813,1.969206215,1.894755195,1.974383902,2.019532704,1.988387402,1.932944899,1.926524804,1.891609113,1.85415475,1.86757861,2.050593919,1.903108235
IBT,3.17060912,3.366738902,3.50802884,3.552149336,3.351291308,3.365362877,3.506451278,3.309075023,,2.775817126,2.537918757,2.347431584,2.465513989,2.334464805,2.285649963,2.15985483,2.059063902,2.034986212,1.913272442,2.014889153,1.93511537,1.999721785,2.042622465,1.997490896,1.948762392,1.923606264,1.882483655,1.851746417,1.865327057,2.03735895,1.888034538
IDA,3.909889758,3.453099414,3.542431676,3.894129917,3.994793186,3.763918861,3.646643641,3.166978083,3.115436707,3.104600954,3.273394946,3.378585882,3.127834037,3.119816685,2.929390544,2.277056232,1.978516068,1.862633899,1.98346762,2.626875704,2.434917562,2.325860711,2.322256884,2.101707219,2.1342469,1.88811166,1.769568706,1.819521069,1.836007236,1.861753212,1.668586731
IDB,3.855653606,3.212555637,3.092873388,3.307114551,3.109910759,2.966108759,3.15928449,3.071794829,3.225341093,3.194367472,3.034068975,3.027124592,3.144068771,3.090811212,2.519072876,1.980090965,1.778765398,1.648459998,1.588206534,2.585739882,2.390729971,2.269728444,2.388641305,2.166211917,2.094112657,1.874899204,1.625120004,1.585333896,1.563855428,1.525913611,1.491093431
IDN,2.917217691,2.884622001,2.90192827,2.39812942,2.285420259,2.170599354,2.009765396,1.72218767,1.530841059,1.389136341,1.41049292,1.324064184,1.356876007,1.223557809,1.266155617,1.226309861,1.264392528,1.497741738,1.019116844,0.810812654,0.684483764,0.572792653,0.700120209,0.909285037,0.945714622,0.750789394,0.658702778,0.712361931,0.578945804,0.571133892,0.617587092
IDX,3.960925311,3.869164026,4.289455189,4.667379326,4.917684431,4.578067139,4.072784835,3.249511304,3.025040842,3.025524119,3.437651784,3.612170831,3.115122179,3.141234119,3.315764104,2.688161943,2.268008533,2.170760185,2.585363999,2.660604586,2.475151202,2.380412791,2.255440662,2.043856032,2.170505632,1.90072669,1.926104476,2.071219781,2.098789601,2.154510703,1.848144206
IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,3.13378133,3.186248122,3.345117666,3.32306866,3.416875594,3.569030278,4.106468681,4.231317527,3.728671783,3.534179728,3.14621461,2.909974328,2.704839706,2.823542246,2.664673727,2.578483572,2.472768225,2.647732426,2.727311417,2.957195647,2.948929906,2.924435546,2.82686683,2.677776932,2.828752248,2.910587502,2.68038156,2.478246528,2.631460781,3.129384727,2.889463272
INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,1.665267012,1.580606618,1.591236948,1.492631233,1.412439425,1.416044204,1.423205265,1.282300247,1.199434153,1.105476119,1.203503284,1.253935313,1.20411855,1.139225149,1.108732591,1.014359388,0.989927159,0.924066127,0.823869516,0.750676499,0.695697742,0.703517156,0.63401372,0.587540936,0.568322292,0.540612699,0.513151244,0.508754794,0.57698782,0.601169021,0.574760722
IRN,5.343150185,8.190380823,7.906890638,7.09708065,6.354853844,6.51241844,6.079335975,5.889107789,6.269777621,4.557980493,2.942650125,2.169707967,1.789305444,1.700361202,2.073010005,2.154165885,2.244864511,2.498874725,2.629079248,2.404551738,2.295042222,2.418179297,2.174576366,2.405040265,2.834557805,3.036654498,3.3151938,2.653982821,2.683341921,3.047705549,2.786548061
IRQ,5.511524667,10.82953444,,,,,,,,,,,,,,,,,,,,,,,1.675589368,2.242580305,1.897571722,2.239928025,2.367759824,2.899140076,2.70935228
ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,18.91933663,20.26226862,18.38821008,15.54688868,16.18222892,16.60064353,14.76771288,16.90014495,15.94709456,12.44573265,12.36268619,15.58698291,10.92507753,11.52324399,10.11996584,7.918743906,7.729654187,7.47926786,6.980216666,6.530123302,6.297164983,6.508063123,6.59401334,6.486405973,6.358035113,6.26491269,6.049564455,6.367865558,6.391801097,6.148111929,5.936345029
ITA,1.763643237,1.821112506,2.005372903,2.01650142,2.008607774,1.93636892,1.977142642,2.060353644,2.072857459,2.02642732,1.880798413,1.858852684,1.751976983,1.786767973,1.71374276,1.467843143,1.588492279,1.626692799,1.644508879,1.683299798,1.741059504,1.679364738,1.706187246,1.708995537,1.68267327,1.600968764,1.521343326,1.447052519,1.535674797,1.554210702,1.500494576
JAM,,1.50794249,1.62772068,1.385989247,1.059731795,0.891059849,0.853933329,0.770446354,0.807990672,0.929262992,0.840785086,0.758524568,1.107838246,0.82190641,0.629920603,0.538709243,0.567656627,0.655054827,0.544947829,0.511051526,0.486319761,0.50435895,0.585431034,0.581596298,0.535969968,0.527663695,0.608922319,0.65245791,0.953354274,0.947227445,0.874179484
JOR,10.64587859,10.00897356,9.939695142,9.850838161,9.216300284,10.04810913,9.774560256,9.577580589,9.363614696,9.070780953,7.751067583,9.973089562,6.924248719,6.977109417,6.539457019,4.454248505,6.026917517,6.131506209,6.274621651,6.282233221,6.256556426,5.893078535,5.446014467,6.001059482,5.141721289,4.79532279,4.659324009,5.851282566,5.994971561,6.39138388,5.741499828
JPN,0.906794213,0.916648153,0.926375567,0.952297427,0.958404159,0.959397914,0.962811252,0.965510913,0.949708859,0.940781036,0.941791766,0.940821904,0.94831244,0.950663825,0.9228718,0.916876617,0.911247076,0.920437898,0.938594775,0.945248337,0.91598561,0.931672842,0.94035754,0.94004661,0.926604016,0.9169168,0.902988432,0.884987382,0.907855046,0.972969566,0.949032561
KAZ,,,,,,,,,,,,,,1.062620209,0.838731749,1.032421663,1.20199446,1.112939006,1.149738283,0.819607059,0.78464508,0.999817479,0.998337702,1.029927459,0.988239741,1.036321239,0.978998796,1.296876822,1.154668506,1.103033241,1.014415565
KEN,4.515319835,4.225324839,4.572783179,4.195233924,3.476912474,2.375757456,2.50357532,3.133743491,2.945553395,2.740851686,2.888214958,2.35425809,1.900746762,1.837741595,1.641252808,1.646716231,1.417954703,1.340638598,1.220122519,1.186974148,1.313742032,1.504754902,1.632407811,1.650099843,1.614194237,1.690587014,1.45517741,1.54791228,1.615850294,1.365075717,1.369985258
KGZ,,,,,,,,,,,,,0.852955679,0.825055559,1.090281591,1.790516937,1.547980068,1.763018686,1.590634088,1.851247589,1.882678682,1.454422566,1.615087079,1.696728798,1.683306778,1.614401811,1.665639507,1.338821859,1.18919891,1.433109918,1.611018527
KHM,,,,,,,1.146850882,1.574245346,1.278203562,1.992453582,2.071375594,2.327896585,3.145933014,1.761289499,3.8423429,3.577310579,3.238454583,3.003361162,2.6620479,2.510029082,2.20981321,1.774810531,1.519617405,1.447518851,1.296742212,1.127579071,1.04310008,0.914612028,0.798217508,1.313127999,1.493096881
KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,6.398772113,6.415857298,6.240894485,5.726813608,5.254535393,5.225531685,4.948256251,4.46860555,4.281215938,4.290235295,4.002304289,3.711127841,3.69027269,3.417894838,3.192752669,2.892332986,2.743479663,2.663387808,2.794442004,2.49257722,2.45731752,2.427877741,2.315474377,2.328664618,2.331064888,2.467282737,2.48836867,2.469638856,2.489402769,2.603514106,2.462719203
KWT,3.313990974,4.127006677,5.954296749,6.830511261,6.754863813,6.434108527,7.236209879,5.976255415,8.236618742,8.539829203,48.51726727,117.3498232,31.78602445,12.44021918,13.25923878,13.58158131,10.29264847,8.086475871,8.796559793,7.590223879,7.150148657,7.700626085,7.39919407,6.54392425,5.804460886,4.343025942,3.542645786,3.590326759,3.006072721,3.971806323,3.756148142
LAC,0.828104585,0.897042988,1.196199673,1.726926953,1.565107281,1.518449622,1.671217413,1.684906485,1.429960966,1.957606903,1.621940884,1.371244227,1.214791947,1.2605344,1.388293075,1.530954847,1.467789145,1.280876334,1.324583402,1.231206475,1.186097572,1.227120783,1.166912168,1.074129135,1.04634676,1.106276745,1.071610006,1.141051999,1.187700582,1.37733993,1.349548196
LAO,,,,,,,,,,,,,8.67531237,8.107511278,7.522004062,5.834195587,4.186706844,3.839007037,2.594217254,1.057742579,0.791543217,0.717115235,0.583934898,0.492156926,0.433725286,0.392508609,0.343162745,0.312173796,0.273820907,0.217194753,0.204567129
LBN,12.35714286,9.583333333,9.286451306,13.45562059,10.9687267,6.286976015,5.26383955,1.121846578,1.186578171,,7.551951343,5.154888674,7.983998316,6.011278768,6.997713166,6.711927989,5.661852427,4.305154639,4.023252256,4.770439292,5.392100304,5.447896245,4.753300903,4.675691109,4.514245069,4.478931727,4.576037849,4.632398404,4.001314491,4.020042001,4.126553124
LBR,1.491751492,3.112817484,5.017941891,4.706096672,2.940483206,2.95430518,2.895362663,2.287212171,2.407781951,,,7.183908046,10.13422819,18.98379052,29.72768533,,,,,,,,,,0.634351669,0.856442096,0.476173999,0.311075183,0.497952236,0.651749771,0.816738926
LBY,2.922364358,1.755113763,2.240525777,,,,,,,,,,,,,,,4.078026716,5.297441532,3.783860245,3.146863674,2.413507858,2.06923852,2.072048072,2.071074457,1.52811116,1.120335406,0.946677517,1.489851081,,
LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCN,1.476857348,1.545538523,1.883719186,2.201330801,1.921398217,1.736242501,1.907933311,1.894539312,1.648221197,2.06424763,1.689707668,1.453600167,1.306394342,1.359057057,1.44437339,1.583248936,1.50309911,1.360832358,1.391639772,1.311195695,1.272256821,1.302478634,1.222861988,1.147037088,1.136981717,1.21301941,1.196566063,1.242136798,1.288931128,1.403055878,1.362867428
LDC,2.660244147,2.675320503,2.740158099,3.271169547,3.219808912,3.033332866,3.246045416,2.679080336,2.899777664,2.946903158,3.567529956,3.462799151,2.912483306,3.708537841,3.450087383,2.335654804,1.990879577,2.092050875,2.267150269,2.935460257,2.331626604,2.172353246,2.052678988,1.941527507,2.154087318,1.951063335,2.121931033,2.191493349,2.36562144,2.467103279,2.08362924
LIC,7.113311768,6.47693068,7.508949584,7.484882907,8.027921232,7.304764231,6.413498254,4.924302721,4.868263869,,5.280754135,5.393497298,5.003105658,4.886198213,5.199813127,3.318711767,2.886041817,2.898488015,3.63280958,4.156375649,3.438441784,3.54957498,3.495932693,3.151963095,3.39000332,2.759121179,2.807892643,2.936264849,3.016072447,3.054718961,2.578763072
LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,0.765779308,0.626798424,0.544740926,0.889137425,0.922430502,3.160769823,2.696658012,3.393146709,2.371183249,1.798595424,2.328487433,3.082087849,3.367639901,3.431785654,3.729338058,5.861132243,5.519783161,4.630602074,4.643464081,4.03016384,5.033872968,4.286990589,3.34258944,2.868911827,2.997358479,2.639533395,2.798773599,3.260608357,3.243601784,3.16189871,2.70074784
LMC,3.386352355,3.324056709,3.368069305,3.504945676,3.434217984,3.562770551,3.813825622,3.738419386,3.507801611,3.234295671,2.96877926,2.856079809,2.7664672,2.895314832,2.670164398,2.521409105,2.333549739,2.314468924,2.300583102,2.701566346,2.588586126,2.617760857,2.552774704,2.418869196,2.415019009,2.386240913,2.225807857,2.148506342,2.178957052,2.459231816,2.333113167
LMY,3.164036314,3.356204775,3.474866985,3.516452962,3.333445606,3.401256842,3.542386455,3.319823266,3.100342658,2.716366418,2.506044389,2.327778953,2.156479049,2.070612678,2.028898904,1.984953106,1.903157564,1.846467327,1.834493523,1.96158072,1.859390242,1.910972965,1.945012042,1.888811872,1.845751674,1.796167339,1.743336748,1.717485556,1.7301985,1.925287357,1.776611524
LSO,3.158536585,3.311510353,4.357736659,4.013056836,3.979143798,4.314099075,4.839987326,4.181313074,3.369755245,4.307714659,3.550475988,2.888846955,2.706453525,2.475472663,2.74112241,3.241889376,2.824673663,2.712177347,2.851928467,3.562451192,3.284926128,2.744178023,2.516392953,2.369000919,2.131662938,2.049259616,2.074224991,2.368154586,1.547920806,2.72268167,3.162519868
LTE,,,,,,,,,,,,,3.257139192,2.823344993,2.711669704,2.428314767,2.318969303,2.333241948,2.173617156,2.255590503,2.284267933,2.371012415,2.38045458,2.278068843,2.18318539,2.123623265,2.083579513,2.028500654,2.025602666,2.205001664,2.079948716
LTU,,,,,,,,,,,,,,0.812260643,0.493377598,0.454372874,0.503980009,0.747111153,1.229254336,0.970102492,1.21669999,1.361943638,1.271288746,1.121228498,1.195943282,1.163454008,1.165184813,1.113607567,1.131608552,1.082803783,0.878659092
LUX,1.041844203,1.093420029,1.077152008,1.088241294,1.042169628,0.867554425,0.833086845,0.915915919,0.951494529,0.78845832,0.788344681,0.811385163,0.827198401,0.707154434,0.741561436,0.595326878,0.587036047,0.61389004,0.639920504,0.571401926,0.544118543,0.68028708,0.586825536,0.607179942,0.611235471,0.584776157,0.520787713,0.501624007,0.364912795,0.371311757,0.441009497
LVA,,,,,,,,,,,,,0.65293533,0.735295406,0.838757227,0.805656844,0.639144683,0.582114909,0.587847986,0.750940828,0.881715012,1.041538764,1.542208276,1.610024275,1.595658217,1.610621927,1.70523464,1.550398796,1.622641376,1.377367841,1.083592529
MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,5.940072884,6.384593972,6.220868273,4.50565855,4.01819088,5.390435227,4.304459558,4.369314795,4.128515818,4.392917413,4.148825041,4.142842937,4.298048279,4.655571687,4.493819389,4.347410494,3.949092927,4.192659406,3.456334361,2.900457034,2.210962207,3.726135883,3.491787992,3.494207542,3.249467575,3.257996782,3.109796549,3.046953664,3.183501428,3.288651846,3.390796101
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,,,,,,,,,,,,,,0.530067158,0.773794067,0.925965937,0.906693656,0.902772521,0.624855228,0.511299143,0.387282499,0.402592317,0.419846587,0.416381264,0.360979037,0.400235101,0.482634476,0.516193542,0.608535617,0.457886649,0.262879175
MDG,2.768918527,2.978453739,,,1.873156342,1.780054933,1.551935381,1.429040137,1.347183426,1.210865332,1.231511045,1.296349058,0.769921868,1.122324017,0.926473487,0.85988797,1.237634442,1.481912359,1.348927492,1.210229217,1.217513909,1.435847602,1.313161574,1.324757325,1.248226672,1.071941549,0.977431205,0.961181513,0.962892093,0.738132953,0.570214687
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEA,8.164390672,9.723535687,10.92432739,10.22289667,10.28187938,9.462803181,6.648864479,8.684981086,8.585478077,7.401772732,8.579954106,12.19102636,9.055140766,7.677462242,7.205403404,6.198674741,5.672553797,6.185634547,6.763277195,5.925370538,5.867681087,5.857115858,5.450026143,5.133923964,4.809076311,4.511141572,4.318045737,4.31311413,4.062638854,4.900041995,4.652286907
MEX,0.416107383,0.513301014,0.495419418,0.522866314,0.65981906,0.676313139,0.634622463,0.580341889,0.536145374,0.517255829,0.433081035,0.435402301,0.469454656,0.442785494,0.518830327,0.450891531,0.476484778,0.458095854,0.450450487,0.460988776,0.44604782,0.442657004,0.421606002,0.405916547,0.364898723,0.355958932,0.311171937,0.401163918,0.390513227,0.501556275,0.452734493
MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC,3.0095369,3.242620997,3.331834239,3.373776011,3.146633151,3.25150304,3.429755739,3.256189482,3.031978628,2.663387578,2.406058298,2.199176599,2.084555973,1.993522827,1.959269762,1.961243615,1.887532557,1.829972707,1.80592178,1.925290946,1.829298436,1.883662634,1.917101162,1.863961734,1.814743132,1.776503718,1.722856188,1.693900814,1.702688687,1.901100435,1.763744566
MKD,,,,,,,,,,,,,4.352030948,,,,2.813676742,2.128246944,2.098239761,1.713820606,1.85082146,6.100395628,2.645597519,2.341701159,2.380104071,2.029263306,1.836537687,1.950069695,1.742340869,1.688164562,1.382154611
MLI,2.079295607,1.960761961,2.106794957,1.983660086,1.972607414,2.142416326,2.026768941,2.116786114,2.213468102,2.11201131,1.956494183,,,1.563793465,1.438026266,1.497017082,1.428410594,1.496852238,1.404632311,1.492289928,1.478649744,1.295172228,1.268850431,1.419333113,1.421998844,1.384312041,1.39141541,1.355034028,1.465714868,1.418664255,1.374566808
MLT,,,,,,1.276251034,1.269183826,1.456257769,1.221066731,1.108184837,0.914918012,0.871119892,0.973183399,1.001961048,1.024059115,0.842358248,0.874812369,0.824691194,0.731471858,0.683654672,0.625517349,0.666917449,0.635846067,0.630122909,0.670530017,0.819604968,0.653051751,0.617690722,0.616369199,0.679751022,0.650590926
MMR,3.422129555,3.456820355,3.218260665,3.070369107,2.923671101,2.978263587,2.879142102,1.972400943,2.140852275,2.959106733,3.39589051,3.171004593,3.354517933,3.523108562,3.541121128,3.684832379,3.493427864,2.313722377,2.008901211,1.731383358,2.001199222,1.562561491,1.127508161,1.670462275,1.657227031,1.354601165,,,,,
MNA,5.177537707,6.771573406,6.456515387,6.585793386,6.240097443,6.2045323,5.663931749,5.096918718,4.85215528,3.928497642,,3.966398666,4.096270065,3.488201501,3.876476491,3.312130698,3.134993693,3.319294675,3.359627692,3.099166516,2.945884513,3.219579395,3.183991273,3.175122321,3.045040841,2.957762349,2.879534462,2.693317493,2.707007835,3.130204301,2.933076027
MNE,,,,,,,,,,,,,,,,,,,,,,,,,,2.694363326,2.290713163,1.744058487,1.872182462,1.843761273,1.814347747
MNG,,,,,,,,5.833885088,6.341243447,6.251195081,4.281385375,3.231535125,1.9094372,1.712362705,1.654355581,1.620505926,1.776947369,1.638734822,1.906537546,1.835012306,2.022480608,1.781658408,1.795567211,1.509694317,1.382730063,1.017285885,0.961656696,1.053272166,0.823306745,0.629698225,0.762997246
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,3.833333333,4.280487805,4.924050633,6.232,7.073170732,5.765765766,5.655737705,6.183206107,5.309033281,5.943491423,5.861297539,2.612032085,2.968445425,2.87088387,3.303501712,1.460482346,1.111681671,1.102741392,1.139211666,1.245869391,1.284457907,1.242171239,1.273635642,1.280942211,1.362421115,0.946231881,0.809467272,0.668953898,0.664921662,0.705422608,0.891902273
MRT,,,,,,5.945895172,5.036762947,4.669586966,4.4897506,3.961136941,3.827926491,3.600512449,2.689066399,2.412423018,2.240861908,2.260154634,2.626341207,2.967260087,1.862440967,2.273637889,2.928005445,4.002384422,2.73938351,3.995275717,3.838120112,3.051555776,2.693647217,,3.059333958,3.13532417,
MUS,0.489249166,0.466745029,0.262260128,0.26913735,0.252089136,0.219641353,0.197969543,0.194038477,0.219642297,0.290016229,0.346095335,0.367421786,0.354424073,0.330254202,0.333145558,0.332825601,0.293390184,0.234078893,0.202814818,0.208135283,0.200718816,0.194580389,0.196270034,0.187102774,0.16621685,0.160674052,0.153856508,0.142725039,0.155952071,0.167777184,0.14868959
MWI,4.293105164,3.111181301,2.286964902,1.816410328,1.559534965,1.751118309,2.095467783,1.828806427,1.511308113,1.497070871,1.308605692,1.075730104,1.402486043,1.262975393,1.421880068,0.790559174,0.883468121,0.991556075,0.813639842,0.811014471,0.672638829,0.738822048,0.423822865,0.40879246,0.631868059,1.045261606,0.777651498,0.757951968,0.835636994,0.949704588,0.718201024
MYS,4.230134314,5.785152657,5.367615334,4.423371756,3.752357008,3.451658707,3.223733832,4.147499538,2.426112374,2.623701691,2.555403465,3.199283621,2.986421736,2.875245363,2.847115281,2.751345107,2.400564375,2.085558651,1.605335348,2.10148156,1.634675548,2.084922812,2.219131397,2.614806731,2.263061968,2.173929041,2.007597401,1.958502533,1.824843765,1.871486944,1.490210106
NAC,4.856213919,5.302370509,6.396092187,5.956574305,5.90203021,6.114219666,6.281246935,6.063363394,5.709176413,5.511573727,5.273806751,4.613112392,4.710748861,4.387711882,4.029602376,3.690770923,3.399119996,3.252372975,3.074372665,2.96433588,2.976918915,2.993881307,3.295956898,3.630302636,3.790559619,3.843081934,3.786916664,3.807321875,4.142038456,4.572429902,4.544025657
NAM,,,,,,,,,,,6.421002689,5.615254952,4.25041876,2.464523758,1.751233873,1.947898631,1.903604024,2.301355143,2.321837245,3.124033069,2.706732799,3.00874088,2.617845379,2.624912883,2.527589681,2.645205301,2.501249398,2.610424557,3.137261574,3.374363684,3.514743975
NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,0.671391272,0.631753948,0.633484163,0.685198661,0.727756892,0.743835616,0.769503546,0.635210396,,,,,,,1.232371998,0.970976253,0.861401471,0.932594645,1.06122449,1.166908096,1.164610816,1.320159783,0.963347955,0.931763627,1.091187297,0.715211769,,,0.739446431,0.735262361,0.876503237
NGA,3.29560374,2.77007205,2.267201692,2.219841303,1.556794834,1.436786264,1.311553647,0.769793676,0.884351296,0.579894648,0.833115306,0.773691292,0.564010709,0.933218302,0.781452288,0.483558767,0.406177812,0.435835755,0.548312393,0.85541563,0.543531645,0.780315877,0.954338045,0.570707545,0.490996769,0.397422937,0.348375434,0.370960977,0.489084135,0.505855628,0.539231118
NIC,3.346180419,4.335591113,,,,,,,,,,4.00221576,2.632753235,2.102325581,1.18950041,1.102820307,0.949704913,0.894669832,0.735362192,0.719492825,0.782751441,0.683524521,0.865165582,0.860737429,0.730793275,0.700404064,0.551255993,0.531726215,0.502058377,0.502751001,0.505472679
NLD,2.784298566,2.863119442,3.14147059,2.848584745,2.861724417,2.768218121,2.725119786,2.713467178,2.610909468,2.517403906,2.369019885,2.248531531,2.213002596,2.027829408,1.913060975,1.794240505,1.756607736,1.659273183,1.580648061,1.589825426,1.434004341,1.437906869,1.426556012,1.443809598,1.42682784,1.396485279,1.393389057,1.354716798,1.305319238,1.397633322,1.325433715
NOR,2.619018869,2.623972153,2.744592106,2.794971532,2.544434351,2.796000232,2.808417018,2.978324426,2.893089863,2.910157092,2.886226894,2.747487196,2.964700275,2.687349845,2.733137082,2.30749104,2.163074974,2.016079571,2.156737667,2.039105571,1.705831873,1.70454146,2.080591931,1.974854487,1.848785144,1.575884673,1.444668028,1.459172078,1.370333717,1.596909799,1.507627955
NPL,1.032075714,0.99205332,1.089453982,1.252924973,1.220614369,1.195827162,1.182850684,1.159182012,1.083790602,1.106543145,1.077154406,1.096609649,1.074689768,1.050552554,0.973315396,0.941485115,0.900716315,0.880707846,0.92705546,0.947369575,0.962150318,1.098334384,1.44764998,1.592251101,1.793292398,1.929161376,1.749109863,1.547393889,1.599971653,1.442742389,1.371035137
NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,3.022790536,2.729375067,2.582858416,2.43835931,2.377624155,2.364626121,2.367587022,2.407276689,2.078708161,2.149929658,2.327779747,2.256336694,2.069366229,1.899123846,1.82870806,1.815347846,1.781881485,1.703970844,1.695280175,1.619342018,1.668742107,1.581301424,1.454409845,1.389934115,1.246074766,1.139934367,1.240820549,1.182045321,1.152770496,1.219818006,1.209901056
OED,3.413632598,3.662252103,4.237218299,4.09293054,4.105048926,4.207138835,3.977308228,3.753601803,3.494985256,3.415005981,3.260442239,2.942789939,2.883975575,2.715840706,2.529249633,2.316680498,2.262333154,2.234708711,2.184101215,2.126163777,2.119665873,2.14653753,2.278958406,2.377520211,2.395828867,2.400695571,2.38765026,2.360639463,2.45703148,2.695980492,2.65047086
OMN,14.90988131,15.71342565,16.66602922,17.15936989,16.89304168,15.56146605,15.86657759,13.20231493,13.69979842,12.5,12.39094146,11.06391029,12.1840929,11.5257307,11.7664526,10.96764772,9.40707829,9.357911159,8.216092167,7.516788219,7.085708783,8.195640371,8.100665655,7.962034987,7.860379597,7.714034109,7.099093619,6.717564317,4.960248224,6.072570475,5.648855165
OSS,,,,,,2.751925329,3.187754321,3.727975005,4.297670504,4.226579846,4.625008626,4.711710142,5.240619079,3.26053439,3.256485366,2.903654857,3.379628774,3.73334795,3.45047861,2.899667268,2.483694008,2.535280233,2.388005018,2.302738131,2.089212895,1.965204102,1.890275338,1.82342493,1.797442817,2.077420833,2.016713011
PAK,5.523244467,5.710870576,6.375717087,6.643798059,6.659491457,6.922133598,6.991656011,6.971880084,6.785810731,6.532725256,6.522320235,6.570952788,6.698187549,6.427312623,5.923548293,5.820225283,6.037166305,5.621216489,5.415095044,5.189899265,4.168722714,3.878933945,4.073770168,4.091427187,3.956034117,3.897019393,3.645255204,3.5119861,3.459371004,3.265223993,3.423690973
PAN,,,,,,,,1.840980437,2.110985742,2.084910486,1.256359137,1.228547313,1.083474267,1.198645229,1.192556558,1.11575689,1.085592302,1.170170567,0.951292019,0.974136501,,,,,,,,,,,
PER,4.55906822,3.984819734,5.112651646,4.845956354,3.35755814,3.870149096,3.349295541,3.411496045,2.185200963,2.19047619,2.682378792,2.019815931,2.507035047,2.746102469,2.47419794,2.635324099,2.502026598,1.996769968,2.016661342,1.930630719,1.788966849,1.75202013,1.541840221,1.509499498,1.382223536,1.581272686,1.456214926,1.303938254,1.246694882,1.529625724,1.476972039
PHL,2.709754707,2.755720962,2.59728795,2.409253354,1.634758933,1.982573359,1.988053613,1.965247142,2.458889214,2.242923397,2.147246667,2.010721068,2.03646157,2.15753564,2.172446587,2.294131535,2.268407676,1.914461376,1.69729338,1.615775846,1.608226621,1.471378833,1.473890188,1.550844829,1.36062651,1.277883936,1.259095392,1.291425916,1.250329088,1.202323394,1.170132201
PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,1.403083226,1.409638554,,,,1.558878335,1.56493311,1.610783206,1.266286003,1.4965361,1.419133733,0.924685894,0.890351343,0.917458234,1.013205299,0.775516093,1.017311366,1.075353754,0.879220321,0.691394522,0.639107654,0.547294852,0.371637931,0.345763181,0.389122471,0.416637769,0.376920047,0.4116026,0.337014471,0.447943023,0.325144509
POL,2.652329749,2.913185616,3.245582402,2.902946274,3.055037313,3.015797032,2.941403536,2.762691854,2.592055081,1.81712151,2.612485744,2.251650225,2.230999443,2.469187315,2.273232103,1.955507055,1.967919401,2.031306697,2.019081314,1.901135771,1.830336585,1.905638001,1.900638649,1.908042037,1.873241006,1.92612987,1.92075038,2.002032828,1.752139711,1.797416228,1.847852155
PRE,3.549497774,3.801690603,2.401166852,2.559412976,2.252370314,2.11215179,2.26977853,1.794087732,,,,2.29434635,1.49772874,2.434224595,1.505177678,1.008796324,0.815558328,0.887208265,0.953085585,2.100459499,1.533192776,1.573744264,1.544278827,1.330955458,1.524984488,1.386944799,1.390171847,1.49970131,1.728560801,1.887826176,1.565404656
PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,2.026724911,2.002673839,2.035133541,1.90927674,1.861323407,1.843543376,1.915825453,1.859302078,1.885426466,1.887502644,1.840828125,1.829954782,1.8052441,1.786507066,1.681212758,1.706989856,1.601643929,1.541156921,1.422612288,1.425842485,1.406467963,1.444503172,1.464020232,1.432693408,1.504873987,1.593791803,1.512085233,1.377908102,1.415946746,1.534063766,1.488218032
PRY,2.181449221,2.527860183,3.803297575,3.645241799,3.508185177,3.757634843,3.804065638,2.773192333,3.195473445,2.425763756,2.131875856,2.829327005,2.368889977,2.178547665,2.046766371,2.283424569,2.063789937,1.685680307,1.543153715,1.388767852,1.244939454,1.074634817,0.971236933,0.825755372,0.877630064,0.7214804,0.793455135,0.741436848,0.683124275,0.753483712,0.750544859
