"Year","country","military_spending_to_GDP"
1999,"MIC",1.925290946
2000,"MIC",1.829298436
2001,"MIC",1.883662634
2002,"MIC",1.917101162
2003,"MIC",1.863961734
2004,"MIC",1.814743132
2005,"MIC",1.776503718
2006,"MIC",1.722856188
2007,"MIC",1.693900814
2008,"MIC",1.702688687
2009,"MIC",1.901100435
2010,"MIC",1.763744566
1992,"MKD",4.352030948
1996,"MKD",2.813676742
1997,"MKD",2.128246944
1998,"MKD",2.098239761
1999,"MKD",1.713820606
2000,"MKD",1.85082146
2001,"MKD",6.100395628
2002,"MKD",2.645597519
2003,"MKD",2.341701159
2004,"MKD",2.380104071
2005,"MKD",2.029263306
2006,"MKD",1.836537687
2007,"MKD",1.950069695
2008,"MKD",1.742340869
2009,"MKD",1.688164562
2010,"MKD",1.382154611
1980,"MLI",2.079295607
1981,"MLI",1.960761961
1982,"MLI",2.106794957
1983,"MLI",1.983660086
1984,"MLI",1.972607414
1985,"MLI",2.142416326
1986,"MLI",2.026768941
1987,"MLI",2.116786114
1988,"MLI",2.213468102
1989,"MLI",2.11201131
1990,"MLI",1.956494183
1993,"MLI",1.563793465
1994,"MLI",1.438026266
1995,"MLI",1.497017082
1996,"MLI",1.428410594
1997,"MLI",1.496852238
1998,"MLI",1.404632311
1999,"MLI",1.492289928
2000,"MLI",1.478649744
2001,"MLI",1.295172228
2002,"MLI",1.268850431
2003,"MLI",1.419333113
2004,"MLI",1.421998844
2005,"MLI",1.384312041
2006,"MLI",1.39141541
2007,"MLI",1.355034028
2008,"MLI",1.465714868
2009,"MLI",1.418664255
2010,"MLI",1.374566808
1985,"MLT",1.276251034
1986,"MLT",1.269183826
1987,"MLT",1.456257769
1988,"MLT",1.221066731
1989,"MLT",1.108184837
1990,"MLT",0.914918012
1991,"MLT",0.871119892
1992,"MLT",0.973183399
1993,"MLT",1.001961048
1994,"MLT",1.024059115
1995,"MLT",0.842358248
1996,"MLT",0.874812369
1997,"MLT",0.824691194
1998,"MLT",0.731471858
1999,"MLT",0.683654672
2000,"MLT",0.625517349
2001,"MLT",0.666917449
2002,"MLT",0.635846067
2003,"MLT",0.630122909
2004,"MLT",0.670530017
2005,"MLT",0.819604968
2006,"MLT",0.653051751
2007,"MLT",0.617690722
2008,"MLT",0.616369199
2009,"MLT",0.679751022
2010,"MLT",0.650590926
1980,"MMR",3.422129555
1981,"MMR",3.456820355
1982,"MMR",3.218260665
1983,"MMR",3.070369107
1984,"MMR",2.923671101
1985,"MMR",2.978263587
1986,"MMR",2.879142102
1987,"MMR",1.972400943
1988,"MMR",2.140852275
1989,"MMR",2.959106733
1990,"MMR",3.39589051
1991,"MMR",3.171004593
1992,"MMR",3.354517933
1993,"MMR",3.523108562
1994,"MMR",3.541121128
1995,"MMR",3.684832379
1996,"MMR",3.493427864
1997,"MMR",2.313722377
1998,"MMR",2.008901211
1999,"MMR",1.731383358
2000,"MMR",2.001199222
2001,"MMR",1.562561491
2002,"MMR",1.127508161
2003,"MMR",1.670462275
2004,"MMR",1.657227031
2005,"MMR",1.354601165
1980,"MNA",5.177537707
1981,"MNA",6.771573406
1982,"MNA",6.456515387
1983,"MNA",6.585793386
1984,"MNA",6.240097443
1985,"MNA",6.2045323
1986,"MNA",5.663931749
1987,"MNA",5.096918718
1988,"MNA",4.85215528
1989,"MNA",3.928497642
1991,"MNA",3.966398666
1992,"MNA",4.096270065
1993,"MNA",3.488201501
1994,"MNA",3.876476491
1995,"MNA",3.312130698
1996,"MNA",3.134993693
1997,"MNA",3.319294675
1998,"MNA",3.359627692
1999,"MNA",3.099166516
2000,"MNA",2.945884513
2001,"MNA",3.219579395
2002,"MNA",3.183991273
2003,"MNA",3.175122321
2004,"MNA",3.045040841
2005,"MNA",2.957762349
2006,"MNA",2.879534462
2007,"MNA",2.693317493
2008,"MNA",2.707007835
2009,"MNA",3.130204301
2010,"MNA",2.933076027
2005,"MNE",2.694363326
2006,"MNE",2.290713163
2007,"MNE",1.744058487
2008,"MNE",1.872182462
2009,"MNE",1.843761273
2010,"MNE",1.814347747
1987,"MNG",5.833885088
1988,"MNG",6.341243447
1989,"MNG",6.251195081
1990,"MNG",4.281385375
1991,"MNG",3.231535125
1992,"MNG",1.9094372
1993,"MNG",1.712362705
1994,"MNG",1.654355581
1995,"MNG",1.620505926
1996,"MNG",1.776947369
1997,"MNG",1.638734822
1998,"MNG",1.906537546
1999,"MNG",1.835012306
2000,"MNG",2.022480608
2001,"MNG",1.781658408
2002,"MNG",1.795567211
2003,"MNG",1.509694317
2004,"MNG",1.382730063
2005,"MNG",1.017285885
2006,"MNG",0.961656696
2007,"MNG",1.053272166
2008,"MNG",0.823306745
2009,"MNG",0.629698225
2010,"MNG",0.762997246
1980,"MOZ",3.833333333
1981,"MOZ",4.280487805
1982,"MOZ",4.924050633
1983,"MOZ",6.232
1984,"MOZ",7.073170732
1985,"MOZ",5.765765766
1986,"MOZ",5.655737705
1987,"MOZ",6.183206107
1988,"MOZ",5.309033281
1989,"MOZ",5.943491423
1990,"MOZ",5.861297539
1991,"MOZ",2.612032085
1992,"MOZ",2.968445425
1993,"MOZ",2.87088387
1994,"MOZ",3.303501712
1995,"MOZ",1.460482346
1996,"MOZ",1.111681671
1997,"MOZ",1.102741392
1998,"MOZ",1.139211666
1999,"MOZ",1.245869391
2000,"MOZ",1.284457907
2001,"MOZ",1.242171239
2002,"MOZ",1.273635642
2003,"MOZ",1.280942211
2004,"MOZ",1.362421115
2005,"MOZ",0.946231881
2006,"MOZ",0.809467272
2007,"MOZ",0.668953898
2008,"MOZ",0.664921662
2009,"MOZ",0.705422608
2010,"MOZ",0.891902273
1985,"MRT",5.945895172
1986,"MRT",5.036762947
1987,"MRT",4.669586966
1988,"MRT",4.4897506
1989,"MRT",3.961136941
1990,"MRT",3.827926491
1991,"MRT",3.600512449
1992,"MRT",2.689066399
1993,"MRT",2.412423018
1994,"MRT",2.240861908
1995,"MRT",2.260154634
1996,"MRT",2.626341207
1997,"MRT",2.967260087
1998,"MRT",1.862440967
1999,"MRT",2.273637889
2000,"MRT",2.928005445
2001,"MRT",4.002384422
2002,"MRT",2.73938351
2003,"MRT",3.995275717
2004,"MRT",3.838120112
2005,"MRT",3.051555776
2006,"MRT",2.693647217
2008,"MRT",3.059333958
2009,"MRT",3.13532417
1980,"MUS",0.489249166
1981,"MUS",0.466745029
1982,"MUS",0.262260128
1983,"MUS",0.26913735
1984,"MUS",0.252089136
1985,"MUS",0.219641353
1986,"MUS",0.197969543
1987,"MUS",0.194038477
1988,"MUS",0.219642297
1989,"MUS",0.290016229
1990,"MUS",0.346095335
1991,"MUS",0.367421786
1992,"MUS",0.354424073
1993,"MUS",0.330254202
1994,"MUS",0.333145558
1995,"MUS",0.332825601
1996,"MUS",0.293390184
1997,"MUS",0.234078893
1998,"MUS",0.202814818
1999,"MUS",0.208135283
2000,"MUS",0.200718816
2001,"MUS",0.194580389
2002,"MUS",0.196270034
2003,"MUS",0.187102774
2004,"MUS",0.16621685
2005,"MUS",0.160674052
2006,"MUS",0.153856508
2007,"MUS",0.142725039
2008,"MUS",0.155952071
2009,"MUS",0.167777184
2010,"MUS",0.14868959
1980,"MWI",4.293105164
1981,"MWI",3.111181301
1982,"MWI",2.286964902
1983,"MWI",1.816410328
1984,"MWI",1.559534965
1985,"MWI",1.751118309
1986,"MWI",2.095467783
1987,"MWI",1.828806427
1988,"MWI",1.511308113
1989,"MWI",1.497070871
1990,"MWI",1.308605692
1991,"MWI",1.075730104
1992,"MWI",1.402486043
1993,"MWI",1.262975393
1994,"MWI",1.421880068
1995,"MWI",0.790559174
1996,"MWI",0.883468121
1997,"MWI",0.991556075
1998,"MWI",0.813639842
1999,"MWI",0.811014471
2000,"MWI",0.672638829
2001,"MWI",0.738822048
2002,"MWI",0.423822865
2003,"MWI",0.40879246
2004,"MWI",0.631868059
2005,"MWI",1.045261606
2006,"MWI",0.777651498
2007,"MWI",0.757951968
2008,"MWI",0.835636994
2009,"MWI",0.949704588
2010,"MWI",0.718201024
1980,"MYS",4.230134314
1981,"MYS",5.785152657
1982,"MYS",5.367615334
1983,"MYS",4.423371756
1984,"MYS",3.752357008
1985,"MYS",3.451658707
1986,"MYS",3.223733832
1987,"MYS",4.147499538
1988,"MYS",2.426112374
1989,"MYS",2.623701691
1990,"MYS",2.555403465
1991,"MYS",3.199283621
1992,"MYS",2.986421736
1993,"MYS",2.875245363
1994,"MYS",2.847115281
1995,"MYS",2.751345107
1996,"MYS",2.400564375
1997,"MYS",2.085558651
1998,"MYS",1.605335348
1999,"MYS",2.10148156
2000,"MYS",1.634675548
2001,"MYS",2.084922812
2002,"MYS",2.219131397
2003,"MYS",2.614806731
2004,"MYS",2.263061968
2005,"MYS",2.173929041
2006,"MYS",2.007597401
2007,"MYS",1.958502533
2008,"MYS",1.824843765
2009,"MYS",1.871486944
2010,"MYS",1.490210106
1980,"NAC",4.856213919
1981,"NAC",5.302370509
1982,"NAC",6.396092187
1983,"NAC",5.956574305
1984,"NAC",5.90203021
1985,"NAC",6.114219666
1986,"NAC",6.281246935
1987,"NAC",6.063363394
1988,"NAC",5.709176413
1989,"NAC",5.511573727
1990,"NAC",5.273806751
1991,"NAC",4.613112392
1992,"NAC",4.710748861
1993,"NAC",4.387711882
1994,"NAC",4.029602376
1995,"NAC",3.690770923
1996,"NAC",3.399119996
1997,"NAC",3.252372975
1998,"NAC",3.074372665
1999,"NAC",2.96433588
2000,"NAC",2.976918915
2001,"NAC",2.993881307
2002,"NAC",3.295956898
2003,"NAC",3.630302636
2004,"NAC",3.790559619
2005,"NAC",3.843081934
2006,"NAC",3.786916664
2007,"NAC",3.807321875
2008,"NAC",4.142038456
2009,"NAC",4.572429902
2010,"NAC",4.544025657
1990,"NAM",6.421002689
1991,"NAM",5.615254952
1992,"NAM",4.25041876
1993,"NAM",2.464523758
1994,"NAM",1.751233873
1995,"NAM",1.947898631
1996,"NAM",1.903604024
1997,"NAM",2.301355143
1998,"NAM",2.321837245
1999,"NAM",3.124033069
2000,"NAM",2.706732799
2001,"NAM",3.00874088
2002,"NAM",2.617845379
2003,"NAM",2.624912883
2004,"NAM",2.527589681
2005,"NAM",2.645205301
2006,"NAM",2.501249398
2007,"NAM",2.610424557
2008,"NAM",3.137261574
2009,"NAM",3.374363684
2010,"NAM",3.514743975
1980,"NER",0.671391272
1981,"NER",0.631753948
1982,"NER",0.633484163
1983,"NER",0.685198661
1984,"NER",0.727756892
1985,"NER",0.743835616
1986,"NER",0.769503546
1987,"NER",0.635210396
1994,"NER",1.232371998
1995,"NER",0.970976253
1996,"NER",0.861401471
1997,"NER",0.932594645
1998,"NER",1.06122449
1999,"NER",1.166908096
2000,"NER",1.164610816
2001,"NER",1.320159783
2002,"NER",0.963347955
2003,"NER",0.931763627
2004,"NER",1.091187297
2005,"NER",0.715211769
2008,"NER",0.739446431
2009,"NER",0.735262361
2010,"NER",0.876503237
1980,"NGA",3.29560374
1981,"NGA",2.77007205
1982,"NGA",2.267201692
1983,"NGA",2.219841303
1984,"NGA",1.556794834
1985,"NGA",1.436786264
1986,"NGA",1.311553647
1987,"NGA",0.769793676
1988,"NGA",0.884351296
1989,"NGA",0.579894648
1990,"NGA",0.833115306
1991,"NGA",0.773691292
1992,"NGA",0.564010709
1993,"NGA",0.933218302
1994,"NGA",0.781452288
1995,"NGA",0.483558767
1996,"NGA",0.406177812
1997,"NGA",0.435835755
1998,"NGA",0.548312393
1999,"NGA",0.85541563
2000,"NGA",0.543531645
2001,"NGA",0.780315877
2002,"NGA",0.954338045
2003,"NGA",0.570707545
2004,"NGA",0.490996769
2005,"NGA",0.397422937
2006,"NGA",0.348375434
2007,"NGA",0.370960977
2008,"NGA",0.489084135
2009,"NGA",0.505855628
2010,"NGA",0.539231118
1980,"NIC",3.346180419
1981,"NIC",4.335591113
1991,"NIC",4.00221576
1992,"NIC",2.632753235
1993,"NIC",2.102325581
1994,"NIC",1.18950041
1995,"NIC",1.102820307
1996,"NIC",0.949704913
1997,"NIC",0.894669832
1998,"NIC",0.735362192
1999,"NIC",0.719492825
2000,"NIC",0.782751441
2001,"NIC",0.683524521
2002,"NIC",0.865165582
2003,"NIC",0.860737429
2004,"NIC",0.730793275
2005,"NIC",0.700404064
2006,"NIC",0.551255993
2007,"NIC",0.531726215
2008,"NIC",0.502058377
2009,"NIC",0.502751001
2010,"NIC",0.505472679
1980,"NLD",2.784298566
1981,"NLD",2.863119442
1982,"NLD",3.14147059
1983,"NLD",2.848584745
1984,"NLD",2.861724417
1985,"NLD",2.768218121
1986,"NLD",2.725119786
1987,"NLD",2.713467178
1988,"NLD",2.610909468
1989,"NLD",2.517403906
1990,"NLD",2.369019885
1991,"NLD",2.248531531
1992,"NLD",2.213002596
1993,"NLD",2.027829408
1994,"NLD",1.913060975
1995,"NLD",1.794240505
1996,"NLD",1.756607736
1997,"NLD",1.659273183
1998,"NLD",1.580648061
1999,"NLD",1.589825426
2000,"NLD",1.434004341
2001,"NLD",1.437906869
2002,"NLD",1.426556012
2003,"NLD",1.443809598
2004,"NLD",1.42682784
2005,"NLD",1.396485279
2006,"NLD",1.393389057
2007,"NLD",1.354716798
2008,"NLD",1.305319238
2009,"NLD",1.397633322
2010,"NLD",1.325433715
1980,"NOR",2.619018869
1981,"NOR",2.623972153
1982,"NOR",2.744592106
1983,"NOR",2.794971532
1984,"NOR",2.544434351
1985,"NOR",2.796000232
1986,"NOR",2.808417018
1987,"NOR",2.978324426
1988,"NOR",2.893089863
1989,"NOR",2.910157092
1990,"NOR",2.886226894
1991,"NOR",2.747487196
1992,"NOR",2.964700275
1993,"NOR",2.687349845
1994,"NOR",2.733137082
1995,"NOR",2.30749104
1996,"NOR",2.163074974
1997,"NOR",2.016079571
1998,"NOR",2.156737667
1999,"NOR",2.039105571
2000,"NOR",1.705831873
2001,"NOR",1.70454146
2002,"NOR",2.080591931
2003,"NOR",1.974854487
2004,"NOR",1.848785144
2005,"NOR",1.575884673
2006,"NOR",1.444668028
2007,"NOR",1.459172078
2008,"NOR",1.370333717
2009,"NOR",1.596909799
2010,"NOR",1.507627955
1980,"NPL",1.032075714
1981,"NPL",0.99205332
1982,"NPL",1.089453982
1983,"NPL",1.252924973
1984,"NPL",1.220614369
1985,"NPL",1.195827162
1986,"NPL",1.182850684
1987,"NPL",1.159182012
1988,"NPL",1.083790602
1989,"NPL",1.106543145
1990,"NPL",1.077154406
1991,"NPL",1.096609649
1992,"NPL",1.074689768
1993,"NPL",1.050552554
1994,"NPL",0.973315396
1995,"NPL",0.941485115
1996,"NPL",0.900716315
1997,"NPL",0.880707846
1998,"NPL",0.92705546
1999,"NPL",0.947369575
2000,"NPL",0.962150318
2001,"NPL",1.098334384
2002,"NPL",1.44764998
2003,"NPL",1.592251101
2004,"NPL",1.793292398
2005,"NPL",1.929161376
2006,"NPL",1.749109863
2007,"NPL",1.547393889
2008,"NPL",1.599971653
2009,"NPL",1.442742389
2010,"NPL",1.371035137
1980,"NZL",3.022790536
1981,"NZL",2.729375067
1982,"NZL",2.582858416
1983,"NZL",2.43835931
1984,"NZL",2.377624155
1985,"NZL",2.364626121
1986,"NZL",2.367587022
1987,"NZL",2.407276689
1988,"NZL",2.078708161
1989,"NZL",2.149929658
1990,"NZL",2.327779747
1991,"NZL",2.256336694
1992,"NZL",2.069366229
1993,"NZL",1.899123846
1994,"NZL",1.82870806
1995,"NZL",1.815347846
1996,"NZL",1.781881485
1997,"NZL",1.703970844
1998,"NZL",1.695280175
1999,"NZL",1.619342018
2000,"NZL",1.668742107
2001,"NZL",1.581301424
2002,"NZL",1.454409845
2003,"NZL",1.389934115
2004,"NZL",1.246074766
2005,"NZL",1.139934367
2006,"NZL",1.240820549
2007,"NZL",1.182045321
2008,"NZL",1.152770496
2009,"NZL",1.219818006
2010,"NZL",1.209901056
1980,"OED",3.413632598
1981,"OED",3.662252103
1982,"OED",4.237218299
1983,"OED",4.09293054
1984,"OED",4.105048926
1985,"OED",4.207138835
1986,"OED",3.977308228
1987,"OED",3.753601803
1988,"OED",3.494985256
1989,"OED",3.415005981
1990,"OED",3.260442239
1991,"OED",2.942789939
1992,"OED",2.883975575
1993,"OED",2.715840706
1994,"OED",2.529249633
1995,"OED",2.316680498
1996,"OED",2.262333154
1997,"OED",2.234708711
1998,"OED",2.184101215
1999,"OED",2.126163777
2000,"OED",2.119665873
2001,"OED",2.14653753
2002,"OED",2.278958406
2003,"OED",2.377520211
2004,"OED",2.395828867
2005,"OED",2.400695571
2006,"OED",2.38765026
2007,"OED",2.360639463
2008,"OED",2.45703148
2009,"OED",2.695980492
2010,"OED",2.65047086
1980,"OMN",14.90988131
1981,"OMN",15.71342565
1982,"OMN",16.66602922
1983,"OMN",17.15936989
1984,"OMN",16.89304168
1985,"OMN",15.56146605
1986,"OMN",15.86657759
1987,"OMN",13.20231493
1988,"OMN",13.69979842
1989,"OMN",12.5
1990,"OMN",12.39094146
1991,"OMN",11.06391029
1992,"OMN",12.1840929
1993,"OMN",11.5257307
1994,"OMN",11.7664526
1995,"OMN",10.96764772
1996,"OMN",9.40707829
1997,"OMN",9.357911159
1998,"OMN",8.216092167
1999,"OMN",7.516788219
2000,"OMN",7.085708783
2001,"OMN",8.195640371
2002,"OMN",8.100665655
2003,"OMN",7.962034987
2004,"OMN",7.860379597
2005,"OMN",7.714034109
2006,"OMN",7.099093619
2007,"OMN",6.717564317
2008,"OMN",4.960248224
2009,"OMN",6.072570475
2010,"OMN",5.648855165
1985,"OSS",2.751925329
1986,"OSS",3.187754321
1987,"OSS",3.727975005
1988,"OSS",4.297670504
1989,"OSS",4.226579846
1990,"OSS",4.625008626
1991,"OSS",4.711710142
1992,"OSS",5.240619079
1993,"OSS",3.26053439
1994,"OSS",3.256485366
1995,"OSS",2.903654857
1996,"OSS",3.379628774
1997,"OSS",3.73334795
1998,"OSS",3.45047861
1999,"OSS",2.899667268
2000,"OSS",2.483694008
2001,"OSS",2.535280233
2002,"OSS",2.388005018
2003,"OSS",2.302738131
2004,"OSS",2.089212895
2005,"OSS",1.965204102
2006,"OSS",1.890275338
2007,"OSS",1.82342493
2008,"OSS",1.797442817
2009,"OSS",2.077420833
2010,"OSS",2.016713011
1980,"PAK",5.523244467
1981,"PAK",5.710870576
1982,"PAK",6.375717087
1983,"PAK",6.643798059
1984,"PAK",6.659491457
1985,"PAK",6.922133598
1986,"PAK",6.991656011
1987,"PAK",6.971880084
1988,"PAK",6.785810731
1989,"PAK",6.532725256
1990,"PAK",6.522320235
1991,"PAK",6.570952788
1992,"PAK",6.698187549
1993,"PAK",6.427312623
1994,"PAK",5.923548293
1995,"PAK",5.820225283
1996,"PAK",6.037166305
1997,"PAK",5.621216489
1998,"PAK",5.415095044
1999,"PAK",5.189899265
2000,"PAK",4.168722714
2001,"PAK",3.878933945
2002,"PAK",4.073770168
2003,"PAK",4.091427187
2004,"PAK",3.956034117
2005,"PAK",3.897019393
2006,"PAK",3.645255204
2007,"PAK",3.5119861
2008,"PAK",3.459371004
2009,"PAK",3.265223993
2010,"PAK",3.423690973
1987,"PAN",1.840980437
1988,"PAN",2.110985742
1989,"PAN",2.084910486
1990,"PAN",1.256359137
1991,"PAN",1.228547313
1992,"PAN",1.083474267
1993,"PAN",1.198645229
1994,"PAN",1.192556558
1995,"PAN",1.11575689
1996,"PAN",1.085592302
1997,"PAN",1.170170567
1998,"PAN",0.951292019
1999,"PAN",0.974136501
1980,"PER",4.55906822
1981,"PER",3.984819734
1982,"PER",5.112651646
1983,"PER",4.845956354
1984,"PER",3.35755814
1985,"PER",3.870149096
1986,"PER",3.349295541
1987,"PER",3.411496045
1988,"PER",2.185200963
1989,"PER",2.19047619
1990,"PER",2.682378792
1991,"PER",2.019815931
1992,"PER",2.507035047
1993,"PER",2.746102469
1994,"PER",2.47419794
1995,"PER",2.635324099
1996,"PER",2.502026598
1997,"PER",1.996769968
1998,"PER",2.016661342
1999,"PER",1.930630719
2000,"PER",1.788966849
2001,"PER",1.75202013
2002,"PER",1.541840221
2003,"PER",1.509499498
2004,"PER",1.382223536
2005,"PER",1.581272686
2006,"PER",1.456214926
2007,"PER",1.303938254
2008,"PER",1.246694882
2009,"PER",1.529625724
2010,"PER",1.476972039
1980,"PHL",2.709754707
1981,"PHL",2.755720962
1982,"PHL",2.59728795
1983,"PHL",2.409253354
1984,"PHL",1.634758933
1985,"PHL",1.982573359
1986,"PHL",1.988053613
1987,"PHL",1.965247142
1988,"PHL",2.458889214
1989,"PHL",2.242923397
1990,"PHL",2.147246667
1991,"PHL",2.010721068
1992,"PHL",2.03646157
1993,"PHL",2.15753564
1994,"PHL",2.172446587
1995,"PHL",2.294131535
1996,"PHL",2.268407676
1997,"PHL",1.914461376
1998,"PHL",1.69729338
1999,"PHL",1.615775846
2000,"PHL",1.608226621
2001,"PHL",1.471378833
2002,"PHL",1.473890188
2003,"PHL",1.550844829
2004,"PHL",1.36062651
2005,"PHL",1.277883936
2006,"PHL",1.259095392
2007,"PHL",1.291425916
2008,"PHL",1.250329088
2009,"PHL",1.202323394
2010,"PHL",1.170132201
1980,"PNG",1.403083226
1981,"PNG",1.409638554
1985,"PNG",1.558878335
1986,"PNG",1.56493311
1987,"PNG",1.610783206
1988,"PNG",1.266286003
1989,"PNG",1.4965361
1990,"PNG",1.419133733
1991,"PNG",0.924685894
1992,"PNG",0.890351343
1993,"PNG",0.917458234
1994,"PNG",1.013205299
1995,"PNG",0.775516093
1996,"PNG",1.017311366
1997,"PNG",1.075353754
1998,"PNG",0.879220321
1999,"PNG",0.691394522
2000,"PNG",0.639107654
2001,"PNG",0.547294852
2002,"PNG",0.371637931
2003,"PNG",0.345763181
2004,"PNG",0.389122471
2005,"PNG",0.416637769
2006,"PNG",0.376920047
2007,"PNG",0.4116026
2008,"PNG",0.337014471
2009,"PNG",0.447943023
2010,"PNG",0.325144509
1980,"POL",2.652329749
1981,"POL",2.913185616
1982,"POL",3.245582402
1983,"POL",2.902946274
1984,"POL",3.055037313
1985,"POL",3.015797032
1986,"POL",2.941403536
1987,"POL",2.762691854
1988,"POL",2.592055081
1989,"POL",1.81712151
1990,"POL",2.612485744
1991,"POL",2.251650225
1992,"POL",2.230999443
1993,"POL",2.469187315
1994,"POL",2.273232103
1995,"POL",1.955507055
1996,"POL",1.967919401
1997,"POL",2.031306697
1998,"POL",2.019081314
1999,"POL",1.901135771
2000,"POL",1.830336585
2001,"POL",1.905638001
2002,"POL",1.900638649
2003,"POL",1.908042037
2004,"POL",1.873241006
2005,"POL",1.92612987
2006,"POL",1.92075038
2007,"POL",2.002032828
2008,"POL",1.752139711
2009,"POL",1.797416228
2010,"POL",1.847852155
1980,"PRE",3.549497774
1981,"PRE",3.801690603
1982,"PRE",2.401166852
1983,"PRE",2.559412976
1984,"PRE",2.252370314
1985,"PRE",2.11215179
1986,"PRE",2.26977853
1987,"PRE",1.794087732
1991,"PRE",2.29434635
1992,"PRE",1.49772874
1993,"PRE",2.434224595
1994,"PRE",1.505177678
1995,"PRE",1.008796324
1996,"PRE",0.815558328
1997,"PRE",0.887208265
1998,"PRE",0.953085585
1999,"PRE",2.100459499
2000,"PRE",1.533192776
2001,"PRE",1.573744264
2002,"PRE",1.544278827
2003,"PRE",1.330955458
2004,"PRE",1.524984488
2005,"PRE",1.386944799
2006,"PRE",1.390171847
2007,"PRE",1.49970131
2008,"PRE",1.728560801
2009,"PRE",1.887826176
2010,"PRE",1.565404656
1980,"PRT",2.026724911
1981,"PRT",2.002673839
1982,"PRT",2.035133541
1983,"PRT",1.90927674
1984,"PRT",1.861323407
1985,"PRT",1.843543376
1986,"PRT",1.915825453
1987,"PRT",1.859302078
1988,"PRT",1.885426466
1989,"PRT",1.887502644
1990,"PRT",1.840828125
1991,"PRT",1.829954782
1992,"PRT",1.8052441
1993,"PRT",1.786507066
1994,"PRT",1.681212758
1995,"PRT",1.706989856
1996,"PRT",1.601643929
1997,"PRT",1.541156921
1998,"PRT",1.422612288
1999,"PRT",1.425842485
2000,"PRT",1.406467963
2001,"PRT",1.444503172
2002,"PRT",1.464020232
2003,"PRT",1.432693408
2004,"PRT",1.504873987
2005,"PRT",1.593791803
2006,"PRT",1.512085233
2007,"PRT",1.377908102
2008,"PRT",1.415946746
2009,"PRT",1.534063766
2010,"PRT",1.488218032
1980,"PRY",2.181449221
1981,"PRY",2.527860183
1982,"PRY",3.803297575
1983,"PRY",3.645241799
1984,"PRY",3.508185177
1985,"PRY",3.757634843
1986,"PRY",3.804065638
1987,"PRY",2.773192333
1988,"PRY",3.195473445
1989,"PRY",2.425763756
1990,"PRY",2.131875856
1991,"PRY",2.829327005
1992,"PRY",2.368889977
1993,"PRY",2.178547665
1994,"PRY",2.046766371
1995,"PRY",2.283424569
1996,"PRY",2.063789937
1997,"PRY",1.685680307
1998,"PRY",1.543153715
1999,"PRY",1.388767852
2000,"PRY",1.244939454
2001,"PRY",1.074634817
2002,"PRY",0.971236933
2003,"PRY",0.825755372
2004,"PRY",0.877630064
2005,"PRY",0.7214804
2006,"PRY",0.793455135
2007,"PRY",0.741436848
2008,"PRY",0.683124275
2009,"PRY",0.753483712
2010,"PRY",0.750544859
1980,"PST",3.438299668
1981,"PST",3.707749055
1982,"PST",4.278112832
1983,"PST",4.121379071
1984,"PST",4.144479588
1985,"PST",4.257765795
1986,"PST",3.995477978
1987,"PST",3.75857205
1988,"PST",3.500127804
1989,"PST",3.438692271
1990,"PST",3.282443568
1991,"PST",2.944596469
1992,"PST",2.894808666
1993,"PST",2.736995694
1994,"PST",2.55390066
1995,"PST",2.325373822
1996,"PST",2.263578613
1997,"PST",2.250834234
1998,"PST",2.203375761
1999,"PST",2.141411259
2000,"PST",2.141741932
2001,"PST",2.176963715
2002,"PST",2.317061141
2003,"PST",2.416607684
2004,"PST",2.440775659
2005,"PST",2.454648413
2006,"PST",2.446685302
2007,"PST",2.415431701
2008,"PST",2.515358267
2009,"PST",2.751928196
2010,"PST",2.713063149
1980,"QAT",7.868680878
1981,"QAT",12.21680182
1982,"QAT",19.27738675
1983,"QAT",13.95848337
1984,"QAT",12.73392514
1985,"QAT",24.84641486
1987,"QAT",15.88953342
1988,"QAT",16.27235088
1989,"QAT",13.07757453
1990,"QAT",10.74387877
1991,"QAT",13.01125479
2002,"QAT",3.929969922
2003,"QAT",3.33399484
2004,"QAT",2.433859686
2005,"QAT",1.993016269
2006,"QAT",1.750507649
2007,"QAT",1.9598416
2008,"QAT",2.010500927
2009,"QAT",1.992213177
2010,"QAT",1.473909083
1980,"ROU",2.204542655
1981,"ROU",2.201223579
1982,"ROU",2.0402159
1983,"ROU",1.98508713
1984,"ROU",1.906727218
1985,"ROU",4.299280843
1986,"ROU",4.445711165
1987,"ROU",3.914028622
1988,"ROU",4.205470612
1989,"ROU",4.797296115
1990,"ROU",4.547415049
1991,"ROU",4.773334664
1992,"ROU",4.247682517
1993,"ROU",2.740608015
1994,"ROU",3.114728408
1995,"ROU",2.613447685
1996,"ROU",2.369072926
1997,"ROU",3.017649962
1998,"ROU",3.004174864
1999,"ROU",2.640259267
2000,"ROU",2.498914184
2001,"ROU",2.420745188
2002,"ROU",2.287296075
2003,"ROU",2.088487134
2004,"ROU",2.007657561
2005,"ROU",2.006993609
2006,"ROU",1.84512546
2007,"ROU",1.49361826
2008,"ROU",1.399984366
2009,"ROU",1.278069612
2010,"ROU",1.226976607
1992,"RUS",4.427032321
1993,"RUS",4.181324647
1994,"RUS",4.523700655
1995,"RUS",3.784429967
1996,"RUS",3.756558821
1997,"RUS",4.039809297
1998,"RUS",2.732649089
1999,"RUS",3.073287922
2000,"RUS",3.307029837
2001,"RUS",3.546319229
2002,"RUS",3.756277391
2003,"RUS",3.67083809
2004,"RUS",3.300353647
